tconst	averageRating	numVotes
tt0012284	6.9	17
tt0012285	4.8	5
tt0012293	6.5	32
tt0012297	9.4	12
tt0012298	6.9	10
tt0012303	6.2	667
tt0012304	7.4	3170
tt0012305	6.8	13
tt0012310	4.8	5
tt0012313	6.7	286
tt0012314	6.6	239
tt0012317	6.9	11
tt0012320	6.9	239
tt0012322	5.8	10
tt0012328	5.2	29
tt0012329	6.6	7
tt0012334	6.8	215
tt0012342	6.2	9
tt0012344	5.9	10
tt0012347	5.9	202
tt0012349	8.3	109070
tt0012350	6.5	14
tt0012352	6.2	12
tt0012358	5.0	6
tt0012362	6.3	7
tt0012364	8.1	10056
tt0012365	5.4	53
tt0012366	6.9	21
tt0012368	5.9	21
tt0012369	7.9	14
tt0012380	5.9	9
tt0012382	6.1	268
tt0012397	6.7	276
tt0012398	6.9	42
tt0012405	5.4	35
tt0012406	7.0	36
tt0012408	6.5	338
tt0012409	6.6	89
tt0012410	6.9	11
tt0012416	7.2	21
tt0012422	6.4	29
tt0012427	6.1	10
tt0012434	5.6	15
tt0012436	6.8	15
tt0012439	6.6	20
tt0012456	4.5	12
tt0012465	7.0	311
tt0012467	6.6	128
tt0012468	6.4	43
tt0012471	6.6	14
tt0012472	6.3	9
tt0012476	5.9	9
tt0012484	5.8	41
tt0012486	6.2	237
tt0012490	5.1	9
tt0012492	6.5	23
tt0012494	7.7	5138
tt0012496	5.3	7
tt0012497	4.9	7
tt0012499	7.5	1529
tt0012505	5.8	8
tt0012512	6.8	713
tt0012513	6.5	209
tt0012514	5.1	13
tt0012520	6.1	19
tt0012529	6.2	16
tt0012532	7.4	4679
tt0012538	6.5	469
tt0012541	6.3	7
tt0012543	6.9	2649
tt0012548	5.7	13
tt0012555	6.1	10
tt0012562	6.3	10
tt0012563	6.2	65
tt0012565	6.3	31
tt0012570	7.5	3700
tt0012581	4.7	10
tt0012583	6.9	9
tt0012591	6.7	21
tt0012600	7.0	39
tt0012618	6.1	27
tt0012619	5.7	12
tt0012620	5.7	1219
tt0012622	4.8	11
tt0012627	6.0	32
tt0012631	6.7	130
tt0012642	6.9	941
tt0012645	6.8	123
tt0012646	6.1	208
tt0012650	6.4	217
tt0012651	6.2	1393
tt0012657	6.5	88
tt0012664	5.8	8
tt0012675	6.4	3056
tt0012682	5.2	5
tt0012684	4.3	18
tt0012685	4.4	14
tt0012689	5.5	20
tt0012695	2.9	15
tt0012696	6.0	5
tt0012699	5.8	109
tt0012701	6.4	49
tt0012710	6.7	7
tt0012716	6.0	12
tt0012724	4.8	6
tt0012725	5.0	7
tt0012730	5.8	6
tt0012734	4.5	29
tt0012739	4.7	26
tt0012740	5.3	44
tt0012745	6.9	135
tt0012746	1.0	12
tt0012747	6.5	11
tt0012752	6.9	846
tt0012754	6.9	28
tt0012755	6.8	163
tt0012763	6.8	1722
tt0012769	5.9	133
tt0012771	5.9	28
tt0012772	1.6	8
tt0012775	6.1	18
tt0012778	5.3	6
tt0012788	6.7	9
tt0012790	6.8	5
tt0012794	7.2	9
tt0012806	6.2	324
tt0012807	4.6	12
tt0012814	5.9	10
tt0012815	6.5	14
tt0012818	4.4	27
tt0012827	6.2	28
tt0012830	6.8	12
tt0012838	5.3	13
tt0012839	6.2	51
tt0012843	6.1	37
tt0012855	7.1	9
tt0012856	5.2	6
tt0012862	5.4	10
tt0012864	5.4	8
tt0012868	7.0	16
tt0012872	8.2	6
tt0012873	6.7	10
tt0012877	4.5	8
tt0012879	8.2	40
tt0012880	5.8	8
tt0012881	6.8	16
tt0012885	6.1	14
tt0012890	6.8	12
tt0012891	4.1	7
tt0012894	5.6	11
tt0012898	4.6	12
tt0012917	7.1	31
tt0012919	6.7	6
tt0012920	5.0	8
tt0012926	7.0	12
tt0012928	6.1	767
tt0012933	6.8	5
tt0012937	6.8	8
tt0012938	6.7	2216
tt0012940	5.9	67
tt0012945	6.9	2314
tt0012948	6.0	10
tt0012949	6.0	27
tt0012952	6.4	1234
tt0012958	6.5	43
tt0012960	2.1	9
tt0012961	1.1	10
tt0012973	6.9	566
tt0012975	6.2	255
tt0012980	5.1	10
tt0012985	6.6	78
tt0012990	6.3	7
tt0012997	5.8	14
tt0012998	3.6	14
tt0012999	5.3	6
tt0013000	6.7	6
tt0013014	5.5	345
tt0013022	6.2	15
tt0013024	5.6	7
tt0013025	7.6	5601
tt0013033	7.1	340
tt0013034	1.6	9
tt0013051	5.4	13
tt0013055	6.9	2110
tt0013059	6.3	343
tt0013071	2.5	10
tt0013075	7.1	1194
tt0013076	6.2	11
tt0013078	6.3	18
tt0013084	6.6	16
tt0013085	6.1	336
tt0013086	7.9	7318
tt0013088	6.8	36
tt0013091	6.8	8
tt0013093	6.6	10
tt0013095	4.9	12
tt0013096	5.8	59
tt0013099	7.2	2375
tt0013107	5.1	9
tt0013109	6.8	5
tt0013110	5.0	8
tt0013114	5.0	5
tt0013117	6.1	9
tt0013118	6.3	48
tt0013121	6.4	8
tt0013122	6.5	118
tt0013127	6.1	103
tt0013132	5.4	5
tt0013134	6.2	151
tt0013135	6.9	10
tt0013137	8.0	8
tt0013139	6.1	9
tt0013140	7.0	3072
tt0013145	6.3	6
tt0013149	5.0	235
tt0013151	7.7	23
tt0013158	6.5	1814
tt0013169	6.5	360
tt0013170	6.1	10
tt0013182	7.0	27
tt0013189	6.0	8
tt0013193	6.3	52
tt0013194	5.5	58
tt0013201	7.0	1618
tt0013211	6.4	52
tt0013212	5.3	6
tt0013221	6.2	12
tt0013223	4.9	225
tt0013224	6.9	7
tt0013227	5.5	11
tt0013230	6.1	8
tt0013236	5.9	9
tt0013244	6.0	8
tt0013250	5.0	7
tt0013253	6.8	8
tt0013254	6.5	23
tt0013255	5.0	9
tt0013257	7.7	11799
tt0013263	7.0	43
tt0013264	6.6	8
tt0013267	4.7	9
tt0013275	6.5	70
tt0013276	4.1	14
tt0013278	6.6	5
tt0013281	7.1	83
tt0013283	6.7	12
tt0013284	7.0	25
tt0013288	4.8	14
tt0013293	6.6	11
tt0013299	4.7	7
tt0013301	6.8	26
tt0013303	4.6	10
tt0013304	8.3	29
tt0013312	6.3	133
tt0013321	3.7	23
tt0013322	8.7	19
tt0013323	5.3	391
tt0013332	6.7	268
tt0013336	6.7	22
tt0013339	5.4	8
tt0013341	6.0	665
tt0013342	6.7	73
tt0013343	5.5	42
tt0013344	6.2	9
tt0013356	7.0	13
tt0013359	4.6	7
tt0013363	5.8	11
tt0013367	5.4	226
tt0013368	6.2	11
tt0013369	6.7	33
tt0013372	6.2	415
tt0013373	6.7	52
tt0013376	6.2	12
tt0013386	6.6	293
tt0013388	5.8	25
tt0013402	6.7	334
tt0013404	6.4	310
tt0013406	7.4	7
tt0013407	6.4	8
tt0013410	5.4	5
tt0013416	5.8	328
tt0013422	6.6	1861
tt0013423	3.0	9
tt0013425	5.9	10
tt0013427	7.6	10593
tt0013428	6.9	115
tt0013433	5.4	10
tt0013436	5.6	8
tt0013439	6.9	23
tt0013442	7.9	86635
tt0013450	6.7	706
tt0013451	6.8	9
tt0013452	6.8	11
tt0013454	5.9	17
tt0013455	6.9	9
tt0013458	6.2	96
tt0013462	6.6	42
tt0013469	6.4	233
tt0013472	7.9	447
tt0013480	6.5	37
tt0013482	5.8	9
tt0013486	7.6	3619
tt0013488	6.8	82
tt0013491	4.2	9
tt0013494	6.2	56
tt0013496	6.9	1528
tt0013500	5.2	9
tt0013501	6.9	53
tt0013502	6.6	7
tt0013506	6.8	51
tt0013511	6.6	16
tt0013512	6.9	97
tt0013513	6.6	5
tt0013515	6.7	452
tt0013520	5.3	220
tt0013524	5.7	25
tt0013527	6.3	10
tt0013534	4.8	9
tt0013535	6.3	10
tt0013538	5.9	20
tt0013540	5.1	17
tt0013555	6.8	45
tt0013556	7.2	1971
tt0013570	5.9	8
tt0013571	6.6	808
tt0013572	5.0	24
tt0013573	6.5	57
tt0013574	6.6	101
tt0013579	6.8	842
tt0013590	5.9	101
tt0013592	6.3	365
tt0013596	3.9	10
tt0013597	5.8	551
tt0013603	4.1	24
tt0013607	5.8	158
tt0013611	6.9	70
tt0013615	3.2	13
tt0013617	5.5	14
tt0013619	6.0	169
tt0013620	5.6	32
tt0013624	6.5	21
tt0013626	6.7	2031
tt0013627	5.2	10
tt0013629	6.7	25
tt0013631	6.6	12
tt0013658	6.9	31
tt0013662	6.9	418
tt0013668	6.7	22
tt0013672	6.7	25
tt0013674	7.0	500
tt0013679	6.9	7
tt0013681	5.6	14
tt0013682	7.5	64
tt0013687	7.1	7
tt0013688	6.6	642
tt0013690	5.3	97
tt0013704	6.0	118
tt0013705	5.8	136
tt0013710	7.0	12
tt0013716	6.2	12
tt0013719	6.5	22
tt0013724	6.0	8
tt0013727	6.9	10
tt0013728	5.9	49
tt0013730	6.8	83
tt0013735	5.1	73
tt0013736	6.8	8
tt0013739	6.2	6
tt0013741	6.6	444
tt0013750	6.3	968
tt0013766	2.2	11
tt0013773	6.2	11
tt0013792	5.5	19
tt0013793	4.9	9
tt0013795	6.7	9
tt0013800	7.9	77
tt0013802	6.3	366
tt0013803	6.5	46
tt0013807	6.5	196
tt0013817	6.6	78
tt0013823	6.5	590
tt0013824	6.1	21
tt0013825	5.8	12
tt0013827	6.0	10
tt0013829	6.4	8
tt0013830	6.8	120
tt0013833	5.2	10
tt0013834	6.8	79
tt0013839	5.5	12
tt0013841	6.7	36
tt0013842	6.6	8
tt0013845	6.8	339
tt0013846	6.8	94
tt0013849	7.3	27
tt0013853	6.0	31
tt0013858	6.6	2580
tt0013861	5.1	7
tt0013864	6.7	12
tt0013865	6.9	90
tt0013866	4.9	16
tt0013867	6.9	14
tt0013868	7.1	91
tt0013871	4.2	10
tt0013872	6.6	34
tt0013877	7.1	9
tt0013879	6.0	9
tt0013882	7.2	12
tt0013885	5.2	23
tt0013886	6.5	10
tt0013892	6.5	32
tt0013896	6.1	51
tt0013901	7.0	10
tt0013902	7.1	18
tt0013903	6.0	10
tt0013905	6.8	12
tt0013906	5.8	17
tt0013908	6.6	21
tt0013909	5.2	319
tt0013912	6.2	53
tt0013916	6.7	110
tt0013917	5.3	10
tt0013920	5.4	8
tt0013925	6.4	18
tt0013926	6.5	27
tt0013930	5.8	32
tt0013932	6.2	60
tt0013933	7.5	1103
tt0013938	3.8	12
tt0013940	6.2	47
tt0013949	5.9	10
tt0013950	5.6	13
tt0013951	6.6	505
tt0013955	5.7	7
tt0013961	5.1	16
tt0013962	6.3	12
tt0013965	6.6	8
tt0013971	5.0	6
tt0013973	6.3	109
tt0013975	6.9	19
tt0013978	5.2	5
tt0013981	6.5	17
tt0013982	6.7	84
tt0013984	5.6	17
tt0013986	5.2	6
tt0013992	5.6	717
tt0013994	6.2	198
tt0014003	6.8	21
tt0014012	6.2	19
tt0014013	6.7	41
tt0014014	7.0	85
tt0014015	5.2	6
tt0014021	4.7	19
tt0014022	6.1	36
tt0014023	6.1	9
tt0014026	8.6	5
tt0014029	6.6	1068
tt0014031	3.2	24
tt0014032	5.8	6
tt0014034	6.6	27
tt0014039	5.8	18
tt0014040	6.4	13
tt0014045	7.3	51
tt0014046	6.4	21
tt0014051	7.0	28
tt0014057	6.3	11
tt0014063	7.1	519
tt0014064	6.2	59
tt0014066	7.4	5
tt0014068	6.9	20
tt0014069	7.1	10
tt0014073	4.2	16
tt0014074	8.2	17
tt0014079	7.0	9
tt0014081	5.7	39
tt0014090	5.0	8
tt0014097	4.4	19
tt0014100	6.5	44
tt0014108	6.9	144
tt0014109	7.1	1085
tt0014112	5.5	114
tt0014113	3.9	8
tt0014116	6.0	6
tt0014118	6.9	14
tt0014127	3.6	15
tt0014137	6.9	45
tt0014138	5.2	20
tt0014139	8.2	6
tt0014141	7.2	12
tt0014142	7.2	4713
tt0014144	5.4	13
tt0014145	4.0	12
tt0014146	6.0	46
tt0014149	5.5	11
tt0014153	5.6	5
tt0014157	5.9	20
tt0014158	7.1	12
tt0014159	6.8	8
tt0014160	3.6	5
tt0014164	7.1	7
tt0014165	5.0	6
tt0014168	6.4	21
tt0014171	4.8	46
tt0014174	6.6	9
tt0014175	5.6	17
tt0014177	6.6	9
tt0014179	5.8	79
tt0014181	6.9	7
tt0014183	6.6	9
tt0014186	6.0	79
tt0014187	6.7	10
tt0014188	5.1	7
tt0014189	4.0	9
tt0014191	5.6	55
tt0014193	4.6	11
tt0014196	5.4	20
tt0014202	6.3	23
tt0014203	5.0	6
tt0014205	6.2	893
tt0014207	6.6	57
tt0014211	7.2	11
tt0014218	6.9	1994
tt0014223	7.2	14
tt0014228	6.9	10
tt0014229	6.0	33
tt0014231	6.3	11
tt0014239	6.0	5
tt0014241	5.8	62
tt0014248	5.9	8
tt0014249	6.4	8
tt0014258	6.8	5
tt0014262	7.0	7
tt0014264	6.7	24
tt0014269	4.9	17
tt0014279	7.2	5
tt0014284	6.3	11
tt0014285	8.0	37
tt0014293	5.6	45
tt0014298	6.8	25
tt0014301	6.3	17
tt0014302	6.8	23
tt0014303	3.6	14
tt0014309	7.1	26
tt0014310	6.2	53
tt0014316	5.6	69
tt0014320	7.1	55
tt0014321	5.3	73
tt0014322	6.8	9
tt0014323	5.8	69
tt0014332	3.6	7
tt0014339	7.1	22
tt0014341	7.8	9904
tt0014344	4.9	7
tt0014346	7.1	23
tt0014353	6.4	10
tt0014357	5.2	63
tt0014358	7.4	4262
tt0014359	5.7	17
tt0014363	6.8	68
tt0014367	6.2	10
tt0014379	7.0	11
tt0014385	6.7	19
tt0014388	5.7	7
tt0014391	5.6	13
tt0014397	6.8	253
tt0014398	6.3	9
tt0014406	6.4	1661
tt0014407	5.6	386
tt0014408	7.1	10
tt0014411	2.6	20
tt0014414	5.0	7
tt0014416	6.5	269
tt0014417	7.5	1889
tt0014419	5.7	185
tt0014423	6.6	14
tt0014426	5.5	11
tt0014429	8.1	17802
tt0014438	4.9	26
tt0014439	7.2	10
tt0014440	7.0	533
tt0014443	6.8	9
tt0014446	6.7	248
tt0014447	6.3	57
tt0014449	7.0	12
tt0014450	5.0	52
tt0014451	5.0	8
tt0014452	6.0	8
tt0014453	4.3	6
tt0014462	1.5	11
tt0014463	6.5	375
tt0014466	5.5	45
tt0014467	5.8	29
tt0014468	7.0	62
tt0014469	6.1	66
tt0014483	2.1	7
tt0014489	6.0	7
tt0014496	6.8	43
tt0014497	7.0	826
tt0014499	7.0	50
tt0014502	5.2	8
tt0014504	4.6	9
tt0014508	5.1	11
tt0014509	6.7	64
tt0014510	6.7	12
tt0014516	7.0	347
tt0014521	6.6	8
tt0014522	6.8	28
tt0014523	6.6	7
tt0014524	6.2	134
tt0014526	6.8	5
tt0014528	6.4	11
tt0014532	6.8	1915
tt0014538	7.1	3951
tt0014539	4.4	28
tt0014542	5.9	16
tt0014543	5.2	10
tt0014547	6.6	28
tt0014553	5.9	21
tt0014558	4.9	15
tt0014560	6.2	60
tt0014563	7.0	8
tt0014567	6.3	6
tt0014570	6.9	15
tt0014577	6.6	21
tt0014582	5.8	37
tt0014584	7.1	340
tt0014586	6.6	1702
tt0014588	7.2	8
tt0014600	7.0	56
tt0014602	7.0	22
tt0014604	6.4	157
tt0014605	6.8	390
tt0014606	6.2	117
tt0014607	5.6	80
tt0014608	5.5	13
tt0014611	7.4	1532
tt0014615	6.6	15
tt0014617	5.7	27
tt0014619	7.0	99
tt0014624	7.0	4737
tt0014636	6.2	786
tt0014639	5.2	32
tt0014640	6.3	7
tt0014644	5.7	21
tt0014645	6.1	8
tt0014646	6.6	2303
tt0014647	6.8	12
tt0014650	6.6	7
tt0014651	6.6	31
tt0014652	5.9	13
tt0014656	5.4	184
tt0014657	4.8	29
tt0014658	6.3	25
tt0014659	4.9	128
tt0014660	4.8	114
tt0014661	6.1	15
tt0014662	5.3	171
tt0014663	4.6	116
tt0014664	5.3	189
tt0014665	5.8	211
tt0014667	6.3	115
tt0014668	7.0	65
tt0014672	6.4	344
tt0014673	6.6	7
tt0014679	6.1	27
tt0014682	6.9	28
tt0014689	6.2	20
tt0014694	6.7	2656
tt0014696	6.4	37
tt0014699	5.4	5
tt0014701	6.7	17
tt0014702	6.7	407
tt0014706	6.4	12
tt0014707	6.5	8
tt0014713	6.8	13
tt0014720	5.5	23
tt0014721	5.8	132
tt0014733	6.9	14
tt0014734	6.1	25
tt0014741	1.8	12
tt0014749	6.4	81
tt0014752	6.8	16
tt0014756	5.0	10
tt0014759	6.3	43
tt0014760	6.9	208
tt0014762	6.7	19
tt0014763	6.8	121
tt0014764	6.0	5
tt0014767	7.2	10
tt0014770	6.5	212
tt0014774	6.7	11
tt0014775	3.7	7
tt0014776	7.6	5
tt0014782	6.5	24
tt0014788	6.6	13
tt0014797	6.4	40
tt0014811	6.2	27
tt0014816	7.4	5
tt0014817	6.2	12
tt0014826	5.7	105
tt0014836	6.8	6
tt0014837	4.3	9
tt0014839	8.0	8
tt0014845	6.2	9
tt0014854	6.9	125
tt0014857	5.7	54
tt0014860	6.6	5
tt0014866	5.3	13
tt0014867	6.7	10
tt0014869	6.5	611
tt0014872	7.4	3416
tt0014874	6.3	119
tt0014878	6.2	5
tt0014882	6.7	64
tt0014883	6.0	73
tt0014886	6.3	122
tt0014888	5.1	9
tt0014891	5.8	14
tt0014892	6.3	31
tt0014893	6.0	5
tt0014898	6.8	530
tt0014900	6.4	741
tt0014901	5.2	18
tt0014903	7.1	97
tt0014904	5.7	14
tt0014925	6.1	125
tt0014927	7.3	10
tt0014931	7.1	74
tt0014933	5.9	58
tt0014944	5.8	11
tt0014945	7.7	3026
tt0014946	6.3	6
tt0014950	5.9	14
tt0014953	5.9	22
tt0014960	4.9	12
tt0014965	5.2	5
tt0014967	7.6	95
tt0014968	7.1	18
tt0014969	2.1	10
tt0014970	3.9	12
tt0014972	7.8	3045
tt0014977	3.2	25
tt0014978	6.9	81
tt0014981	6.5	11
tt0014982	6.8	253
tt0014985	6.5	16
tt0014989	6.1	13
tt0014991	6.4	13
tt0014992	6.2	80
tt0014996	6.7	9
tt0014997	6.4	19
tt0014999	4.0	25
tt0015001	6.9	7
tt0015002	7.2	1210
tt0015004	7.4	13
tt0015005	6.0	9
tt0015014	7.2	712
tt0015015	6.0	11
tt0015016	7.2	1900
tt0015018	6.9	292
tt0015022	5.7	665
tt0015030	5.9	13
tt0015036	6.7	145
tt0015037	1.0	7
tt0015038	6.7	27
tt0015039	7.2	882
tt0015044	6.8	11
tt0015045	7.2	9
tt0015051	6.2	63
tt0015053	5.9	18
tt0015064	8.1	12168
tt0015068	7.1	32
tt0015071	7.2	21
tt0015074	6.6	5
tt0015076	6.8	149
tt0015091	6.8	16
tt0015092	7.1	9
tt0015096	7.4	98
tt0015103	5.4	31
tt0015104	6.5	35
tt0015116	6.5	973
tt0015117	6.8	27
tt0015119	7.2	1062
tt0015133	6.2	28
tt0015134	1.5	11
tt0015136	7.1	1540
tt0015138	8.2	6
tt0015141	6.7	68
tt0015145	5.7	447
tt0015146	5.5	11
tt0015150	7.4	11
tt0015152	6.3	61
tt0015156	5.0	6
tt0015163	7.7	8857
tt0015164	5.6	50
tt0015167	6.6	865
tt0015168	6.9	54
tt0015169	5.4	10
tt0015171	6.8	13
tt0015174	7.9	3860
tt0015175	8.1	5082
tt0015177	6.4	76
tt0015180	6.5	15
tt0015184	5.2	8
tt0015185	5.7	9
tt0015189	7.0	7
tt0015191	4.7	11
tt0015197	5.0	14
tt0015200	4.7	104
tt0015202	7.1	2265
tt0015206	5.9	14
tt0015209	6.0	7
tt0015211	6.2	5
tt0015213	6.8	138
tt0015214	7.2	1541
tt0015217	6.2	32
tt0015219	6.3	93
tt0015222	6.6	7
tt0015224	7.1	881
tt0015228	6.3	114
tt0015229	5.7	9
tt0015232	7.0	20
tt0015233	5.9	9
tt0015239	6.2	13
tt0015241	3.8	10
tt0015243	5.0	8
tt0015245	5.7	42
tt0015253	5.9	57
tt0015256	6.8	8
tt0015258	5.9	27
tt0015263	6.2	13
tt0015268	7.1	415
tt0015270	7.0	14
tt0015273	7.0	10
tt0015284	6.5	58
tt0015285	6.4	10
tt0015287	6.4	5
tt0015289	6.3	164
tt0015299	7.7	18
tt0015310	7.0	466
tt0015311	5.4	8
tt0015312	5.5	220
tt0015313	6.7	22
tt0015318	6.7	11
tt0015322	5.1	14
tt0015324	8.2	39659
tt0015329	5.3	156
tt0015331	6.4	55
tt0015339	5.7	71
tt0015342	5.8	74
tt0015343	5.9	182
tt0015347	7.1	17
tt0015349	7.2	58
tt0015353	4.5	11
tt0015355	5.7	11
tt0015356	4.5	11
tt0015361	7.6	6880
tt0015364	6.8	9
tt0015375	4.5	8
tt0015376	6.7	12
tt0015377	5.5	68
tt0015378	6.6	103
tt0015384	6.0	1243
tt0015389	1.8	11
tt0015390	5.8	87
tt0015391	2.6	10
tt0015393	7.4	9
tt0015394	4.8	6
tt0015399	6.6	9
tt0015400	7.7	5462
tt0015407	4.1	7
tt0015408	5.4	5
tt0015409	7.0	46
tt0015412	3.0	13
tt0015413	5.2	12
tt0015414	5.6	11
tt0015417	6.3	7
tt0015419	5.2	8
tt0015423	6.7	13
tt0015426	2.8	11
tt0015431	6.8	129
tt0015433	6.2	12
tt0015442	6.4	9
tt0015443	5.9	16
tt0015444	5.5	11
tt0015445	2.5	10
tt0015451	7.2	13
tt0015452	6.3	6
tt0015453	5.6	7
tt0015454	5.9	16
tt0015456	6.6	23
tt0015457	5.7	31
tt0015460	4.3	19
tt0015465	6.9	10
tt0015466	5.4	10
tt0015467	6.4	5
tt0015471	7.4	10
tt0015477	5.7	220
tt0015491	6.5	23
tt0015492	6.9	14
tt0015493	6.3	200
tt0015494	7.4	17
tt0015495	6.4	10
tt0015498	6.8	430
tt0015499	7.2	5
tt0015500	5.9	310
tt0015501	4.8	6
tt0015504	5.9	17
tt0015505	2.3	11
tt0015508	7.1	53
tt0015518	5.8	121
tt0015520	1.0	9
tt0015522	5.9	63
tt0015524	5.7	34
tt0015526	6.9	15
tt0015532	7.8	5254
tt0015533	6.2	21
tt0015535	5.0	11
tt0015537	5.6	10
tt0015539	2.1	9
tt0015542	5.6	23
tt0015543	5.8	19
tt0015547	5.9	23
tt0015548	6.7	7
tt0015551	4.8	98
tt0015552	4.7	105
tt0015553	4.9	134
tt0015554	4.7	87
tt0015555	4.8	86
tt0015556	4.6	76
tt0015557	5.8	17
tt0015558	5.3	152
tt0015559	5.3	61
tt0015560	5.1	175
tt0015561	5.0	88
tt0015562	5.3	138
tt0015563	5.8	241
tt0015564	4.7	170
tt0015569	5.4	43
tt0015570	5.6	21
tt0015572	7.2	12
tt0015573	6.0	6
tt0015577	6.7	50
tt0015579	2.6	9
tt0015589	6.0	8
tt0015592	6.7	114
tt0015600	5.9	7
tt0015602	5.6	8
tt0015612	6.1	69
tt0015613	4.2	5
tt0015616	7.3	6
tt0015617	6.9	10
tt0015620	5.7	9
tt0015621	6.4	26
tt0015623	5.6	5
tt0015624	7.9	6098
tt0015626	6.7	9
tt0015627	6.2	34
tt0015632	6.6	14
tt0015634	6.2	767
tt0015635	6.3	50
tt0015638	6.4	11
tt0015639	5.7	14
tt0015643	7.0	177
tt0015644	6.2	6
tt0015648	8.0	51788
tt0015653	4.4	14
tt0015657	6.1	57
tt0015661	5.3	7
tt0015662	7.4	14
tt0015663	6.7	13
tt0015665	7.0	6
tt0015669	5.9	38
tt0015670	7.3	69
tt0015671	4.6	5
tt0015673	7.2	1141
tt0015684	6.3	491
tt0015686	6.0	56
tt0015687	6.6	243
tt0015688	6.8	6
tt0015689	2.7	11
tt0015690	5.0	7
tt0015691	6.1	38
tt0015692	8.6	5
tt0015693	6.4	681
tt0015700	6.7	43
tt0015702	6.5	43
tt0015713	6.1	10
tt0015714	6.4	18
tt0015716	6.9	8
tt0015719	5.5	6
tt0015720	4.8	5
tt0015724	6.2	20
tt0015727	6.7	27
tt0015728	7.3	12
tt0015730	6.2	6
tt0015735	7.4	21
tt0015738	7.4	11
tt0015739	7.6	12
tt0015740	6.2	12
tt0015742	6.7	7
tt0015745	7.1	10
tt0015746	5.4	7
tt0015749	5.7	17
tt0015750	6.0	65
tt0015751	6.4	9
tt0015758	7.0	416
tt0015763	6.4	296
tt0015765	7.0	14
tt0015766	6.5	24
tt0015768	7.1	1703
tt0015770	5.9	11
tt0015771	5.7	15
tt0015772	6.6	1718
tt0015773	6.4	8
tt0015775	8.0	12
tt0015777	5.0	7
tt0015778	7.0	18
tt0015794	6.3	133
tt0015799	6.0	34
tt0015800	6.3	60
tt0015801	7.1	310
tt0015802	5.0	17
tt0015809	4.2	9
tt0015810	7.1	24
tt0015811	3.3	23
tt0015813	5.4	8
tt0015814	6.7	7
tt0015816	6.2	10
tt0015820	6.1	11
tt0015840	6.2	79
tt0015841	7.5	4883
tt0015842	7.2	1349
tt0015847	5.8	100
tt0015851	6.0	9
tt0015852	7.2	12
tt0015856	2.9	9
tt0015859	4.8	5
tt0015861	6.6	417
tt0015863	7.2	3711
tt0015864	8.2	97507
tt0015866	6.2	9
tt0015867	7.2	23
tt0015872	6.9	151
tt0015873	7.8	917
tt0015875	5.4	14
tt0015881	8.1	8898
tt0015882	5.2	24
tt0015883	6.9	225
tt0015888	5.6	56
tt0015900	6.1	22
tt0015901	3.3	11
tt0015902	6.3	9
tt0015903	5.0	15
tt0015906	7.6	27
tt0015909	6.5	151
tt0015916	6.6	168
tt0015917	6.8	5
tt0015918	7.5	20
tt0015919	6.1	9
tt0015921	7.4	148
tt0015924	6.5	11
tt0015926	6.3	7
tt0015927	9.7	6
tt0015929	5.5	16
tt0015930	5.4	28
tt0015935	6.6	112
tt0015937	7.1	14
tt0015939	1.7	10
tt0015947	6.7	40
tt0015948	6.8	152
tt0015950	5.2	12
tt0015951	1.3	18
tt0015953	5.8	272
tt0015954	6.9	7
tt0015956	6.5	213
tt0015959	6.5	93
tt0015961	5.1	8
tt0015963	5.9	16
tt0015965	5.0	8
tt0015968	6.9	15
tt0015972	7.2	15
tt0015973	5.6	69
tt0015975	6.9	10
tt0015976	6.8	35
tt0015977	6.1	199
tt0015979	7.0	32
tt0015980	7.1	12
tt0015987	6.3	16
tt0015988	6.9	25
tt0015990	6.5	19
tt0015992	5.9	43
tt0015994	6.9	18
tt0015996	6.3	13
tt0015997	7.3	10
tt0015998	6.8	10
tt0016004	7.3	979
tt0016005	6.6	544
tt0016006	5.0	125
tt0016008	6.0	12
tt0016013	7.2	475
tt0016017	7.1	12
tt0016022	5.7	96
tt0016023	6.0	448
tt0016027	7.2	9
tt0016028	6.7	878
tt0016029	7.1	1420
tt0016031	6.0	7
tt0016032	6.2	12
tt0016034	7.0	10
tt0016037	6.1	25
tt0016038	6.2	31
tt0016039	7.0	4515
tt0016042	6.4	10
tt0016049	6.3	83
tt0016051	6.7	18
tt0016052	5.5	14
tt0016053	6.2	51
tt0016058	6.8	5
tt0016060	5.5	38
tt0016061	5.6	8
tt0016063	7.3	28
tt0016064	6.8	15
tt0016065	5.6	30
tt0016066	6.1	8
tt0016069	6.9	12
tt0016073	6.0	8
tt0016076	4.7	10
tt0016084	7.1	18
tt0016085	5.2	38
tt0016094	5.7	21
tt0016096	7.2	76
tt0016097	6.5	12
tt0016104	7.3	2127
tt0016106	6.8	34
tt0016107	6.0	65
tt0016109	5.3	11
tt0016112	7.0	55
tt0016114	6.4	35
tt0016115	5.9	12
tt0016123	6.2	907
tt0016129	6.1	129
tt0016130	6.7	7
tt0016134	6.8	9
tt0016140	5.6	10
tt0016142	6.4	105
tt0016145	6.7	7
tt0016147	5.7	43
tt0016156	7.0	31
tt0016159	7.2	6
tt0016163	7.3	34
tt0016167	6.3	10
tt0016170	5.4	11
tt0016172	6.1	45
tt0016174	2.4	87
tt0016184	1.7	77
tt0016185	7.1	310
tt0016186	6.0	6
tt0016192	7.0	7
